,Event_ID,Year,Country_Code,Country_Name,Latitude,Longitude,Type,Death_Toll,Severity
685,1685,2003,ITA,Italy,41.87194,12.56738,Flood,1,Low Risk
686,1686,1989,BDI,Burundi,-3.373056,29.918886,Flood,12,Very High Risk
687,1687,2016,SSD,South Sudan,0.0,0.0,Epidemic,68,
688,1688,2007,MDG,Madagascar,-18.766947,46.869107,Flood,7,Very High Risk
689,1689,1990,IRN,Iran,32.427908,53.688046,Flood,20,Low Risk
690,1690,1999,MEX,Mexico,23.634501,-102.552784,Storm,9,Medium Risk
691,1691,2001,KEN,Kenya,-0.023559,37.906193,Flood,4,Medium Risk
692,1692,1981,IDN,Indonesia,-0.789275,113.921327,Flood,20,Very High Risk
693,1693,2007,BGD,Bangladesh,23.684994,90.356331,Extreme temperature ,130,Very High Risk
694,1694,1982,MAR,Morocco,31.791702,-7.09262,Landslide,1,Medium Risk
695,1695,2021,PRY,Paraguay,-23.442503,-58.443832,Flood,20,Low Risk
696,1696,2008,MDG,Madagascar,-18.766947,46.869107,Storm,20,Very High Risk
697,1697,2006,SDN,Sudan,12.862807,30.217636,Epidemic,24,High Risk
698,1698,1987,IRN,Iran,32.427908,53.688046,Flood,147,Low Risk
699,1699,1995,BWA,Botswana,-22.328474,24.684866,Flood,20,Low Risk
700,1700,2014,PHL,Philippines,12.879721,121.774017,Flood,20,Very High Risk
701,1701,1999,USA,United States,37.09024,-95.712891,Storm,70,Low Risk
702,1702,2002,VUT,Vanuatu,-15.376706,166.959158,Flood,20,Very High Risk
703,1703,2004,ROU,Romania,45.943161,24.96676,Flood,6,Medium Risk
704,1704,2008,ERI,Eritrea,15.179384,39.782334,Drought,20,Medium Risk
705,1705,2008,FRA,France,46.227638,2.213749,Extreme temperature ,2,Very Low Risk
706,1706,1979,JAM,Jamaica,18.109581,-77.297508,Flood,40,Very High Risk
707,1707,1990,PRY,Paraguay,-23.442503,-58.443832,Flood,20,Low Risk
708,1708,2016,IDN,Indonesia,-0.789275,113.921327,Flood,53,Very High Risk
709,1709,2004,IDN,Indonesia,-0.789275,113.921327,Flood,5,Very High Risk
710,1710,2015,MWI,Malawi,-13.254308,34.301525,Flood,278,High Risk
711,1711,2005,CHN,China,35.86166,104.195397,Extreme temperature ,20,Medium Risk
712,1712,2001,BLZ,Belize,17.189877,-88.49765,Storm,20,Medium Risk
713,1713,2015,IND,India,20.593684,78.96288,Storm,27,Medium Risk
714,1714,2001,BEN,Benin,9.30769,2.315834,Epidemic,57,Very High Risk
715,1715,2008,KEN,Kenya,-0.023559,37.906193,Epidemic,43,Medium Risk
716,1716,2012,RUS,Russia,61.52401,105.318756,Flood,7,Low Risk
717,1717,2019,ESP,Spain,40.463667,-3.74922,Flood,7,Very Low Risk
718,1718,1993,ECU,Ecuador,-1.831239,-78.183406,Landslide,10,High Risk
719,1719,2003,COL,Colombia,4.570868,-74.297333,Flood,42,Medium Risk
720,1720,1910,CRI,Costa Rica,9.748917,-83.753428,Earthquake,1750,Very High Risk
721,1721,2014,ZWE,Zimbabwe,-19.015438,29.154857,Epidemic,20,High Risk
722,1722,2000,ZAF,South Africa,-30.559482,22.937506,Storm,1,Medium Risk
723,1723,2002,CZE,Czech Republic,49.817492,15.472962,Storm,20,Low Risk
724,1724,1993,RUS,Russia,61.52401,105.318756,Drought,20,Low Risk
725,1725,2009,GBR,United Kingdom,55.378051,-3.435973,Storm,2,Low Risk
726,1726,1996,CHN,China,35.86166,104.195397,Earthquake,18,Medium Risk
727,1727,2000,BGD,Bangladesh,23.684994,90.356331,Flood,1,Very High Risk
728,1728,1978,IND,India,20.593684,78.96288,Flood,3800,Medium Risk
729,1729,2001,CHL,Chile,-35.675147,-71.542969,Flood,20,Very High Risk
730,1730,2005,KOR,South Korea,35.907757,127.766922,Flood,18,Low Risk
731,1731,1980,CIV,Cote d'Ivoire,7.539989,-5.54708,Drought,20,High Risk
732,1732,1999,PHL,Philippines,12.879721,121.774017,Landslide,58,Very High Risk
733,1733,2018,CHN,China,35.86166,104.195397,Storm,1,Medium Risk
734,1734,1998,CHN,China,35.86166,104.195397,Storm,17,Medium Risk
735,1735,1931,CHN,China,35.86166,104.195397,Earthquake,10000,Medium Risk
736,1736,2012,PHL,Philippines,12.879721,121.774017,Storm,36,Very High Risk
737,1737,2013,CHN,China,35.86166,104.195397,Flood,55,Medium Risk
738,1738,2020,DOM,Dominican Republic,18.735693,-70.162651,Storm,2,Very High Risk
739,1739,2011,DOM,Dominican Republic,18.735693,-70.162651,Storm,3,Very High Risk
740,1740,1987,PHL,Philippines,12.879721,121.774017,Storm,100,Very High Risk
741,1741,2021,PER,Peru,-9.189967,-75.015152,Flood,20,Medium Risk
742,1742,2011,PHL,Philippines,12.879721,121.774017,Storm,37,Very High Risk
743,1743,2020,PER,Peru,-9.189967,-75.015152,Landslide,15,Medium Risk
744,1744,1986,HTI,Haiti,18.971187,-72.285215,Flood,79,Very High Risk
745,1745,1998,IDN,Indonesia,-0.789275,113.921327,Earthquake,1,Very High Risk
746,1746,1987,IDN,Indonesia,-0.789275,113.921327,Volcanic activity,20,Very High Risk
747,1747,2007,GTM,Guatemala,15.783471,-90.230759,Flood,20,Very High Risk
748,1748,1922,AIA,Anguilla,18.220554,-63.068615,Epidemic,20,
749,1749,1993,NOR,Norway,60.472024,8.468946,Storm,20,Very Low Risk
750,1750,2017,PER,Peru,-9.189967,-75.015152,Flood,184,Medium Risk
751,1751,1956,IRN,Iran,32.427908,53.688046,Flood,1000,Low Risk
752,1752,1988,PAK,Pakistan,30.375321,69.345116,Storm,36,Medium Risk
753,1753,1997,NZL,New Zealand,-40.900557,174.885971,Flood,20,Low Risk
754,1754,2003,LVA,Latvia,56.879635,24.603189,Extreme temperature ,15,Very Low Risk
755,1755,1975,SDN,Sudan,12.862807,30.217636,Flood,20,High Risk
756,1756,1992,ALB,Albania,41.153332,20.168331,Flood,11,High Risk
757,1757,1982,MEX,Mexico,23.634501,-102.552784,Flood,4,Medium Risk
758,1758,2006,BFA,Burkina Faso,12.238333,-1.561593,Flood,20,High Risk
759,1759,1993,GBR,United Kingdom,55.378051,-3.435973,Flood,4,Low Risk
760,1760,1992,TJK,Tajikistan,38.861034,71.276093,Mass movement (dry),12,Medium Risk
761,1761,1982,PHL,Philippines,12.879721,121.774017,Storm,25,Very High Risk
762,1762,1987,USA,United States,37.09024,-95.712891,Extreme temperature ,80,Low Risk
763,1763,2008,NER,Niger,17.607789,8.081666,Flood,7,Very High Risk
764,1764,2004,BDI,Burundi,-3.373056,29.918886,Storm,20,Very High Risk
765,1765,2019,SOM,Somalia,5.152149,46.199616,Flood,17,
766,1766,1981,USA,United States,37.09024,-95.712891,Storm,10,Low Risk
767,1767,1998,CHN,China,35.86166,104.195397,Earthquake,3,Medium Risk
768,1768,2015,IDN,Indonesia,-0.789275,113.921327,Landslide,12,Very High Risk
769,1769,1997,IND,India,20.593684,78.96288,Flood,135,Medium Risk
770,1770,1990,VNM,Vietnam,14.058324,108.277199,Storm,19,Very High Risk
771,1771,2019,CUB,Cuba,21.521757,-77.781167,Storm,6,Medium Risk
772,1772,1995,PER,Peru,-9.189967,-75.015152,Landslide,20,Medium Risk
773,1773,1998,TGO,Togo,8.619543,0.824782,Epidemic,239,High Risk
774,1774,1997,BRA,Brazil,-14.235004,-51.92528,Epidemic,20,Low Risk
775,1775,2008,UGA,Uganda,1.373333,32.290275,Flood,49,Medium Risk
776,1776,2001,BRA,Brazil,-14.235004,-51.92528,Drought,20,Low Risk
777,1777,2008,NIC,Nicaragua,12.865416,-85.207229,Flood,13,Very High Risk
778,1778,2000,VNM,Vietnam,14.058324,108.277199,Storm,20,Very High Risk
779,1779,1989,FJI,Fiji,-16.578193,179.414413,Flood,10,Very High Risk
780,1780,2007,HTI,Haiti,18.971187,-72.285215,Flood,4,Very High Risk
781,1781,1985,ARG,Argentina,-38.416097,-63.616672,Flood,25,Low Risk
782,1782,2003,TJK,Tajikistan,38.861034,71.276093,Landslide,1,Medium Risk
783,1783,2006,BFA,Burkina Faso,12.238333,-1.561593,Flood,20,High Risk
784,1784,2010,SRB,Serbia,44.016521,21.005859,Flood,2,Medium Risk
785,1785,1984,CHL,Chile,-35.675147,-71.542969,Storm,85,Very High Risk
786,1786,2007,GTM,Guatemala,15.783471,-90.230759,Flood,11,Very High Risk
787,1787,2000,SCG,Serbia Montenegro,0.0,0.0,Flood,20,
788,1788,1981,COK,Cook Islands,-21.236736,-159.777671,Storm,20,
789,1789,2011,HTI,Haiti,18.971187,-72.285215,Storm,1,Very High Risk
790,1790,2009,UKR,Ukraine,48.379433,31.16558,Extreme temperature ,27,Very Low Risk
791,1791,1994,CHN,China,35.86166,104.195397,Earthquake,1,Medium Risk
792,1792,2008,CZE,Czech Republic,49.817492,15.472962,Storm,2,Low Risk
793,1793,2015,USA,United States,37.09024,-95.712891,Storm,25,Low Risk
794,1794,1984,PHL,Philippines,12.879721,121.774017,Storm,138,Very High Risk
795,1795,2018,PNG,Papua New Guinea,-6.314993,143.95555,Earthquake,145,Very High Risk
796,1796,2000,USA,United States,37.09024,-95.712891,Storm,1,Low Risk
797,1797,1973,USA,United States,37.09024,-95.712891,Flood,23,Low Risk
798,1798,1999,VIR,"Virgin Islands, U.S.",18.335765,-64.896335,Storm,3,
799,1799,2010,MEX,Mexico,23.634501,-102.552784,Landslide,27,Medium Risk
800,1800,1948,ITA,Italy,41.87194,12.56738,Storm,80,Low Risk
801,1801,2013,CHN,China,35.86166,104.195397,Flood,17,Medium Risk
802,1802,2016,IND,India,20.593684,78.96288,Landslide,10,Medium Risk
803,1803,1998,SDN,Sudan,12.862807,30.217636,Flood,103,High Risk
804,1804,2011,GTM,Guatemala,15.783471,-90.230759,Earthquake,3,Very High Risk
805,1805,2001,USA,United States,37.09024,-95.712891,Storm,20,Low Risk
806,1806,1980,AUT,Austria,47.516231,14.550072,Flood,20,Very Low Risk
807,1807,1992,NPL,Nepal,28.394857,84.124008,Wildfire,56,Medium Risk
808,1808,1985,USA,United States,37.09024,-95.712891,Storm,145,Low Risk
809,1809,1986,PRT,Portugal,39.399872,-8.224454,Wildfire,15,Low Risk
810,1810,2016,PHL,Philippines,12.879721,121.774017,Storm,20,Very High Risk
811,1811,2007,THA,Thailand,15.870032,100.992541,Flood,3,Medium Risk
812,1812,2009,CHN,China,35.86166,104.195397,Storm,8,Medium Risk
813,1813,2021,THA,Thailand,15.870032,100.992541,Storm,2,Medium Risk
814,1814,1982,USA,United States,37.09024,-95.712891,Storm,20,Low Risk
815,1815,2019,KEN,Kenya,-0.023559,37.906193,Landslide,97,Medium Risk
816,1816,1976,AUS,Australia,-25.274398,133.775136,Storm,20,Low Risk
817,1817,2016,IND,India,20.593684,78.96288,Storm,24,Medium Risk
818,1818,2019,MDG,Madagascar,-18.766947,46.869107,Storm,3,Very High Risk
819,1819,2017,PRI,Puerto Rico,18.220833,-66.590149,Storm,2,
820,1820,2014,USA,United States,37.09024,-95.712891,Flood,2,Low Risk
821,1821,1998,AFG,Afghanistan,33.93911,67.709953,Earthquake,2323,Very High Risk
822,1822,2018,IDN,Indonesia,-0.789275,113.921327,Flood,20,Very High Risk
823,1823,2013,IND,India,20.593684,78.96288,Extreme temperature ,557,Medium Risk
824,1824,1995,BLR,Belarus,53.709807,27.953389,Epidemic,13,Very Low Risk
825,1825,2006,BGR,Bulgaria,42.733883,25.48583,Flood,20,Low Risk
826,1826,1996,CHN,China,35.86166,104.195397,Storm,266,Medium Risk
827,1827,2009,MEX,Mexico,23.634501,-102.552784,Flood,3,Medium Risk
828,1828,1990,CUB,Cuba,21.521757,-77.781167,Flood,20,Medium Risk
829,1829,2007,AUS,Australia,-25.274398,133.775136,Storm,2,Low Risk
830,1830,1992,NZL,New Zealand,-40.900557,174.885971,Storm,20,Low Risk
831,1831,1981,MOZ,Mozambique,-18.665695,35.529562,Flood,20,High Risk
832,1832,1988,JPN,Japan,36.204824,138.252924,Flood,27,Very High Risk
833,1833,2008,CMR,Cameroon,7.369722,12.354722,Flood,9,Very High Risk
834,1834,2020,NZL,New Zealand,-40.900557,174.885971,Wildfire,20,Low Risk
835,1835,2017,CHN,China,35.86166,104.195397,Flood,10,Medium Risk
836,1836,1993,COL,Colombia,4.570868,-74.297333,Volcanic activity,10,Medium Risk
837,1837,2005,USA,United States,37.09024,-95.712891,Flood,11,Low Risk
838,1838,1992,MWI,Malawi,-13.254308,34.301525,Epidemic,20,High Risk
839,1839,2011,LKA,Sri Lanka,7.873054,80.771797,Flood,18,High Risk
840,1840,2020,THA,Thailand,15.870032,100.992541,Flood,1,Medium Risk
841,1841,2018,VNM,Vietnam,14.058324,108.277199,Flood,33,Very High Risk
842,1842,2005,COL,Colombia,4.570868,-74.297333,Storm,20,Medium Risk
843,1843,1982,IDN,Indonesia,-0.789275,113.921327,Flood,20,Very High Risk
844,1844,1978,PHL,Philippines,12.879721,121.774017,Volcanic activity,20,Very High Risk
845,1845,2020,LKA,Sri Lanka,7.873054,80.771797,Storm,4,High Risk
846,1846,1991,IDN,Indonesia,-0.789275,113.921327,Earthquake,20,Very High Risk
847,1847,2019,YEM,Yemen,15.552727,48.516388,Epidemic,219,Medium Risk
848,1848,1982,ARG,Argentina,-38.416097,-63.616672,Flood,20,Low Risk
849,1849,1998,SDN,Sudan,12.862807,30.217636,Epidemic,1373,High Risk
850,1850,2004,COL,Colombia,4.570868,-74.297333,Earthquake,1,Medium Risk
851,1851,1951,NIC,Nicaragua,12.865416,-85.207229,Earthquake,500,Very High Risk
852,1852,2016,BHS,Bahamas,25.03428,-77.39628,Storm,20,Low Risk
853,1853,1990,JAM,Jamaica,18.109581,-77.297508,Epidemic,20,Very High Risk
854,1854,1997,THA,Thailand,15.870032,100.992541,Storm,152,Medium Risk
855,1855,2019,ZAF,South Africa,-30.559482,22.937506,Flood,13,Medium Risk
856,1856,2010,VNM,Vietnam,14.058324,108.277199,Storm,14,Very High Risk
857,1857,1995,GTM,Guatemala,15.783471,-90.230759,Epidemic,20,Very High Risk
858,1858,1946,USA,United States,37.09024,-95.712891,Storm,33,Low Risk
859,1859,2004,BGD,Bangladesh,23.684994,90.356331,Earthquake,2,Very High Risk
860,1860,2014,SLE,Sierra Leone,8.460555,-11.779889,Epidemic,3956,Very High Risk
861,1861,1988,CHN,China,35.86166,104.195397,Flood,58,Medium Risk
862,1862,1977,BRA,Brazil,-14.235004,-51.92528,Flood,60,Low Risk
863,1863,1990,IND,India,20.593684,78.96288,Flood,69,Medium Risk
864,1864,2005,USA,United States,37.09024,-95.712891,Storm,20,Low Risk
865,1865,2001,GEO,Georgia,42.315407,43.356892,Storm,20,Medium Risk
866,1866,2020,USA,United States,37.09024,-95.712891,Storm,4,Low Risk
867,1867,2011,NGA,Nigeria,9.081999,8.675277,Flood,120,High Risk
868,1868,1999,MEX,Mexico,23.634501,-102.552784,Earthquake,15,Medium Risk
869,1869,1981,VUT,Vanuatu,-15.376706,166.959158,Storm,20,Very High Risk
870,1870,2015,CHN,China,35.86166,104.195397,Storm,6,Medium Risk
871,1871,1984,PHL,Philippines,12.879721,121.774017,Storm,1399,Very High Risk
872,1872,2016,IND,India,20.593684,78.96288,Wildfire,7,Medium Risk
873,1873,2013,AUS,Australia,-25.274398,133.775136,Wildfire,1,Low Risk
874,1874,2000,SWZ,Swaziland,-26.522503,31.465866,Flood,20,Medium Risk
875,1875,1969,TWN,Taiwan,23.69781,120.960515,Storm,75,
876,1876,2019,LSO,Lesotho,-29.609988,28.233608,Drought,20,Medium Risk
877,1877,1998,USA,United States,37.09024,-95.712891,Storm,1,Low Risk
878,1878,2012,BGD,Bangladesh,23.684994,90.356331,Storm,25,Very High Risk
879,1879,1996,MSR,Montserrat,16.742498,-62.187366,Volcanic activity,20,
880,1880,1998,ROU,Romania,45.943161,24.96676,Extreme temperature ,60,Medium Risk
881,1881,1983,BGD,Bangladesh,23.684994,90.356331,Storm,600,Very High Risk
882,1882,2012,PER,Peru,-9.189967,-75.015152,Epidemic,11,Medium Risk
883,1883,2007,CHN,China,35.86166,104.195397,Flood,83,Medium Risk
884,1884,1978,PHL,Philippines,12.879721,121.774017,Storm,66,Very High Risk
885,1885,1998,UGA,Uganda,1.373333,32.290275,Epidemic,30,Medium Risk
886,1886,2008,HTI,Haiti,18.971187,-72.285215,Storm,85,Very High Risk
887,1887,2002,CHN,China,35.86166,104.195397,Flood,11,Medium Risk
888,1888,1970,PNG,Papua New Guinea,-6.314993,143.95555,Earthquake,15,Very High Risk
889,1889,1996,LSO,Lesotho,-29.609988,28.233608,Storm,20,Medium Risk
890,1890,2001,TZA,Tanzania,-6.369028,34.888822,Epidemic,3,High Risk
891,1891,2006,USA,United States,37.09024,-95.712891,Flood,20,Low Risk
892,1892,1970,ROU,Romania,45.943161,24.96676,Flood,215,Medium Risk
893,1893,1964,KEN,Kenya,-0.023559,37.906193,Flood,20,Medium Risk
894,1894,2018,PHL,Philippines,12.879721,121.774017,Epidemic,317,Very High Risk
895,1895,2018,DEU,Germany,51.165691,10.451526,Extreme temperature ,20,Very Low Risk
896,1896,1977,BGD,Bangladesh,23.684994,90.356331,Storm,21,Very High Risk
897,1897,1978,VNM,Vietnam,14.058324,108.277199,Flood,74,Very High Risk
898,1898,1959,KOR,South Korea,35.907757,127.766922,Storm,432,Low Risk
899,1899,1910,TCD,Chad,15.454166,18.732207,Drought,20,Very High Risk
900,1900,1983,FRA,France,46.227638,2.213749,Flood,20,Very Low Risk
901,1901,1970,GLP,Guadeloupe,16.995971,-62.067641,Storm,20,
902,1902,2002,BRA,Brazil,-14.235004,-51.92528,Flood,17,Low Risk
903,1903,2000,IND,India,20.593684,78.96288,Landslide,58,Medium Risk
904,1904,2008,GMB,Gambia,13.443182,-15.310139,Storm,20,Very High Risk
905,1905,2015,USA,United States,37.09024,-95.712891,Storm,2,Low Risk
906,1906,2021,USA,United States,37.09024,-95.712891,Flood,1,Low Risk
907,1907,2009,UGA,Uganda,1.373333,32.290275,Epidemic,9,Medium Risk
908,1908,1985,CSK,Czechoslovakia,0.0,0.0,Extreme temperature ,20,
909,1909,1987,AFG,Afghanistan,33.93911,67.709953,Landslide,70,Very High Risk
910,1910,1910,NER,Niger,17.607789,8.081666,Drought,85000,Very High Risk
911,1911,2002,CZE,Czech Republic,49.817492,15.472962,Storm,2,Low Risk
912,1912,2016,CHN,China,35.86166,104.195397,Storm,12,Medium Risk
913,1913,2011,NPL,Nepal,28.394857,84.124008,Flood,89,Medium Risk
914,1914,2010,MNE,Montenegro,42.708678,19.37439,Flood,20,
915,1915,1931,IDN,Indonesia,-0.789275,113.921327,Volcanic activity,1300,Very High Risk
916,1916,1994,MDG,Madagascar,-18.766947,46.869107,Storm,20,Very High Risk
917,1917,1979,YUG,Yugoslavia,0.0,0.0,Earthquake,121,
918,1918,2009,GHA,Ghana,7.946527,-1.023194,Flood,24,High Risk
919,1919,2005,AUT,Austria,47.516231,14.550072,Flood,4,Very Low Risk
920,1920,1991,IDN,Indonesia,-0.789275,113.921327,Landslide,33,Very High Risk
921,1921,1954,JPN,Japan,36.204824,138.252924,Storm,1761,Very High Risk
922,1922,2015,CHN,China,35.86166,104.195397,Storm,20,Medium Risk
923,1923,1992,AFG,Afghanistan,33.93911,67.709953,Flood,150,Very High Risk
924,1924,1978,DOM,Dominican Republic,18.735693,-70.162651,Epidemic,20,Very High Risk
925,1925,2021,USA,United States,37.09024,-95.712891,Storm,77,Low Risk
926,1926,2016,PHL,Philippines,12.879721,121.774017,Flood,19,Very High Risk
927,1927,2021,MEX,Mexico,23.634501,-102.552784,Storm,6,Medium Risk
928,1928,2016,THA,Thailand,15.870032,100.992541,Flood,4,Medium Risk
929,1929,1994,KEN,Kenya,-0.023559,37.906193,Drought,20,Medium Risk
930,1930,1952,JPN,Japan,36.204824,138.252924,Earthquake,33,Very High Risk
931,1931,1987,FSM,"Micronesia, Federated States of",7.425554,150.550812,Storm,5,
932,1932,2001,CHN,China,35.86166,104.195397,Landslide,19,Medium Risk
933,1933,2003,DZA,Algeria,28.033886,1.659626,Flood,13,High Risk
934,1934,1929,IRN,Iran,32.427908,53.688046,Earthquake,3253,Low Risk
935,1935,1974,COL,Colombia,4.570868,-74.297333,Landslide,90,Medium Risk
936,1936,1994,IDN,Indonesia,-0.789275,113.921327,Flood,8,Very High Risk
937,1937,1982,USA,United States,37.09024,-95.712891,Flood,20,Low Risk
938,1938,2021,PHL,Philippines,12.879721,121.774017,Storm,11,Very High Risk
939,1939,1982,TZA,Tanzania,-6.369028,34.888822,Flood,20,High Risk
940,1940,2013,IRN,Iran,32.427908,53.688046,Earthquake,20,Low Risk
941,1941,1996,IDN,Indonesia,-0.789275,113.921327,Flood,14,Very High Risk
942,1942,1992,NZL,New Zealand,-40.900557,174.885971,Storm,20,Low Risk
943,1943,2000,BLR,Belarus,53.709807,27.953389,Extreme temperature ,20,Very Low Risk
944,1944,2005,CMR,Cameroon,7.369722,12.354722,Epidemic,42,Very High Risk
945,1945,2000,JPN,Japan,36.204824,138.252924,Flood,18,Very High Risk
946,1946,1985,USA,United States,37.09024,-95.712891,Storm,11,Low Risk
947,1947,1988,USA,United States,37.09024,-95.712891,Storm,20,Low Risk
948,1948,2007,MMR,Myanmar,21.913965,95.956223,Epidemic,30,High Risk
949,1949,2005,FRA,France,46.227638,2.213749,Flood,1,Very Low Risk
950,1950,2002,RUS,Russia,61.52401,105.318756,Flood,117,Low Risk
951,1951,1966,UGA,Uganda,1.373333,32.290275,Earthquake,104,Medium Risk
952,1952,2013,IDN,Indonesia,-0.789275,113.921327,Earthquake,1,Very High Risk
953,1953,2006,COL,Colombia,4.570868,-74.297333,Flood,150,Medium Risk
954,1954,2013,SLB,Solomon Islands,-9.64571,160.156194,Earthquake,10,Very High Risk
955,1955,2004,VCT,Saint Vincent and the Grenadines,12.984305,-61.287228,Storm,20,
956,1956,2007,GIN,Guinea,9.945587,-9.696645,Epidemic,90,High Risk
957,1957,2020,CHN,China,35.86166,104.195397,Storm,20,Medium Risk
958,1958,1999,BOL,Bolivia,-16.290154,-63.588653,Epidemic,33,Low Risk
959,1959,1984,REU,Reunion,-21.115141,55.536384,Storm,20,
960,1960,2005,FRA,France,46.227638,2.213749,Wildfire,2,Very Low Risk
961,1961,1978,ITA,Italy,41.87194,12.56738,Earthquake,5,Low Risk
962,1962,2010,VCT,Saint Vincent and the Grenadines,12.984305,-61.287228,Drought,20,
963,1963,2017,MYS,Malaysia,4.210484,101.975766,Storm,20,Medium Risk
964,1964,2000,CHN,China,35.86166,104.195397,Earthquake,1,Medium Risk
965,1965,1988,SDN,Sudan,12.862807,30.217636,Epidemic,2770,High Risk
966,1966,2011,SOM,Somalia,5.152149,46.199616,Flood,20,
967,1967,1949,CHN,China,35.86166,104.195397,Earthquake,21,Medium Risk
968,1968,2001,LVA,Latvia,56.879635,24.603189,Extreme temperature ,21,Very Low Risk
969,1969,1980,BRB,Barbados,13.193887,-59.543198,Storm,20,Very Low Risk
970,1970,2018,IRN,Iran,32.427908,53.688046,Flood,9,Low Risk
971,1971,2000,USA,United States,37.09024,-95.712891,Storm,20,Low Risk
972,1972,2007,IDN,Indonesia,-0.789275,113.921327,Flood,58,Very High Risk
973,1973,2021,LKA,Sri Lanka,7.873054,80.771797,Flood,5,High Risk
974,1974,2017,BDI,Burundi,-3.373056,29.918886,Landslide,6,Very High Risk
975,1975,1995,KNA,Saint Kitts and Nevis,17.357822,-62.782998,Storm,20,
976,1976,2000,DZA,Algeria,28.033886,1.659626,Flood,7,High Risk
977,1977,2018,AFG,Afghanistan,33.93911,67.709953,Flood,18,Very High Risk
978,1978,1991,AUT,Austria,47.516231,14.550072,Flood,5,Very Low Risk
979,1979,2011,MDV,Maldives,3.202778,73.22068,Epidemic,4,
980,1980,1995,VIR,"Virgin Islands, U.S.",18.335765,-64.896335,Storm,7,
981,1981,2018,IDN,Indonesia,-0.789275,113.921327,Volcanic activity,453,Very High Risk
982,1982,1979,IND,India,20.593684,78.96288,Flood,20,Medium Risk
983,1983,1993,CHN,China,35.86166,104.195397,Flood,41,Medium Risk
984,1984,2004,NGA,Nigeria,9.081999,8.675277,Epidemic,50,High Risk
985,1985,2019,COD,Congo,-4.038333,21.758664,Landslide,13,Medium Risk
986,1986,2021,IND,India,20.593684,78.96288,Glacial lake outburst,16,Medium Risk
987,1987,2010,USA,United States,37.09024,-95.712891,Storm,1,Low Risk
988,1988,1903,USA,United States,37.09024,-95.712891,Flood,250,Low Risk
989,1989,2004,CYP,Cyprus,35.126413,33.429859,Storm,20,Very Low Risk
990,1990,1989,ANT,Netherlands Antilles,12.226079,-69.060087,Storm,11,
991,1991,2016,TZA,Tanzania,-6.369028,34.888822,Earthquake,17,High Risk
992,1992,2019,ESP,Spain,40.463667,-3.74922,Storm,1,Very Low Risk
993,1993,1998,IND,India,20.593684,78.96288,Storm,2871,Medium Risk
994,1994,1975,USA,United States,37.09024,-95.712891,Storm,50,Low Risk
995,1995,2002,GNB,Guinea-Bissau,11.803749,-15.180413,Drought,20,Very High Risk
996,1996,1984,IND,India,20.593684,78.96288,Storm,20,Medium Risk
997,1997,1993,IRN,Iran,32.427908,53.688046,Flood,407,Low Risk
998,1998,1987,IDN,Indonesia,-0.789275,113.921327,Flood,4,Very High Risk
999,1999,1989,SUN,Soviet Union,0.0,0.0,Earthquake,274,
1000,2000,1967,IDN,Indonesia,-0.789275,113.921327,Flood,20,Very High Risk
1001,2001,2009,FRA,France,46.227638,2.213749,Storm,11,Very Low Risk
1002,2002,2004,CHN,China,35.86166,104.195397,Earthquake,20,Medium Risk
1003,2003,1978,CUB,Cuba,21.521757,-77.781167,Storm,6,Medium Risk
1004,2004,1989,ALB,Albania,41.153332,20.168331,Drought,20,High Risk
1005,2005,2014,JPN,Japan,36.204824,138.252924,Earthquake,20,Very High Risk
1006,2006,1988,NZL,New Zealand,-40.900557,174.885971,Flood,20,Low Risk
1007,2007,1999,TGO,Togo,8.619543,0.824782,Flood,20,High Risk
1008,2008,1932,IDN,Indonesia,-0.789275,113.921327,Earthquake,20,Very High Risk
1009,2009,2010,PRT,Portugal,39.399872,-8.224454,Storm,3,Low Risk
1010,2010,2014,COL,Colombia,4.570868,-74.297333,Flood,20,Medium Risk
1011,2011,2003,USA,United States,37.09024,-95.712891,Storm,3,Low Risk
1012,2012,2020,IND,India,20.593684,78.96288,Flood,152,Medium Risk
1013,2013,2011,PHL,Philippines,12.879721,121.774017,Storm,43,Very High Risk
1014,2014,2015,CAN,Canada,56.130366,-106.346771,Wildfire,20,Very Low Risk
1015,2015,1996,GUY,Guyana,4.860416,-58.93018,Flood,20,Very High Risk
1016,2016,2006,PNG,Papua New Guinea,-6.314993,143.95555,Volcanic activity,20,Very High Risk
1017,2017,2003,PAK,Pakistan,30.375321,69.345116,Flood,36,Medium Risk
1018,2018,2019,HTI,Haiti,18.971187,-72.285215,Flood,6,Very High Risk
1019,2019,2009,IDN,Indonesia,-0.789275,113.921327,Earthquake,2,Very High Risk
1020,2020,2002,IDN,Indonesia,-0.789275,113.921327,Flood,20,Very High Risk
1021,2021,2020,MEX,Mexico,23.634501,-102.552784,Storm,20,Medium Risk
1022,2022,2005,IND,India,20.593684,78.96288,Earthquake,1309,Medium Risk
1023,2023,1991,YEM,Yemen,15.552727,48.516388,Earthquake,10,Medium Risk
1024,2024,2007,ARG,Argentina,-38.416097,-63.616672,Flood,5,Low Risk
1025,2025,2020,USA,United States,37.09024,-95.712891,Storm,2,Low Risk
1026,2026,2000,USA,United States,37.09024,-95.712891,Wildfire,20,Low Risk
1027,2027,2015,TWN,Taiwan,23.69781,120.960515,Storm,3,
1028,2028,1974,BGD,Bangladesh,23.684994,90.356331,Storm,300,Very High Risk
